label	tweet
n	@name @name Man spürt ein unbändiges ANTIDEMOKRATISCHES WESEN in DIr, werte Petra, vielleicht ist es Deine Krankeit (?) die Dich so BÖSARTIG REALITÄTSFREMD machte oder ist es doch ein MANN, der Dir fehlt, auch wenn Du verneinst einen zu suche, der Dich beschützt? DEMOKRATIE= MEINUNGSVIELFALT
n	@name @name Meine Eltern, beide mal glühende Tatortgucker gewesen, schalten den Scheiß nicht mehr ein.
n	@name @name Meine Frau kam aus Bad Neustadt an der Saale. Mein Großvater war maßlos enttäuscht das sie nicht aus Frankfurt kam. 😏
n	@name @name Miesepeter, mißmutiger Mensch
n	@name @name musste leicht aufstossen und lachen
n	"@name @name Nationalität des Polizisten Bio Deutscher oder deutschen Pass besitzender Migrant?
Das muss man Fragen dürfen, nachdem was in Berlin zu lesen war!
Berliner Polizei und die Clans Einzelfälle oder gezielte Unterwanderung?
http://"
n	"@name @name Natürlich gibt es auch Deutsche nicht nur Männer, der straffällig wurden und werden!
Doch wer angeblich IN NOT zu UNS KOMMT, dann ZUSÄTZLICH in Massen unsere Frauen anmacht, vergewaltigt, halbtot schlägt, Männer MESSERT, da hört es auf!
http://"
n	@name @name Niemand hetzt gegen Minderheiten, Fakten und Klartext sind die Wirklichkeit. Sie erwarten fatalerweise, dass die Mehrheit eine unfähige Minderheit durch den Sozialstaat mitfinanzieren. Und da sage ich klar nein. Keine Einwanderung in die Sozialsysteme.
n	@name @name OK, werden sehen, man hat den Schalter des handelns in der Hand zum umschalten!
n	"@name @name PS: Die Linke überhöht kulturfremde Minderheiten um ihren eigenen anti-deutschen Selbsthass zu befriedigen.

Und bestimmte Menschen mit einem religiös konnotierten Überlegenheitsanspruch( streng gläubige Muslime) gehören hier nicht hin.
Folge:Kosten, Ghettos, Parallelgesellschaft"
n	@name @name Richtig.Ich bin Frankfurter, meine Vorfahren alles Frankfurter,ich hab es aus dem Grund nicht mehr ausgehalten und bin in den Hintertaunus gezogen.Wenn das auch nicht mehr geht,kauf ich mir einen Gutshof in Mecklenburg-Vorpommern. Ich ertrage dieses Multikulti nicht mehr
n	@name @name Sag jetzt nur, du durftest den Landau kennenlernen?
p	@name @name Sagt Mattenkaiser Dobrindt und stimmt dann brav für Merkel und ungebremsten Moslemnachzug. 🖕🏿🤮
n	"@name @name SEHR RICHTIG ""Froschkus"",
ISLAM übersetzt bedeutet UNTERWERFUNG und damit sit schon alle geklärt, oder?"
n	@name @name Seitdem ich mich als Rechts geoutet habe lerne ich immer mehr Leute kennen die befreit sind. Sie sprechen frei aus was sie denken und man merkt das sie von dieser  Last der Political correctness endlich befreit sind. Ich gewinne Freundschaften und wir reden befreit über Politik
n	"@name @name Sicher. - Wo ist das Problem?

Aber nicht das soziale Netzwerk verklagen, sondern auf Herausgabe der Daten des Posters klagen. - Den würd ich mir dann kaufen."
n	@name @name Sie kapieren's immer noch nicht.... ich geb's auf.
n	"@name @name Sie verkennen die Lage völlig. Es sind ja nicht wir, die einen der ""zentralen Begriffe des Nationalsozialismus wiederaufleben lassen"", sondern unsere Gegner. Die Frage ist, ob man ihn per Trollstrategie ins Lächerliche ziehen und entkräften kann."
n	"@name @name So sieht die ""Bereicherung"" aus in Frankfurt
http://"
n	@name @name Spätestens jetzt solltest du Marcus um Entschuldigung bitten.
n	@name @name STIMMT
n	"@name @name Strafandrohung 2 stelliger Millionenbeträge wenn Meinungen in sozialen Netzwerken nicht schnell genug gelöscht werden, ist Meinungszensur.
Denn ein Konzern wird eher zuviel löschen, als zu wenig.

Angst vor Neuwahlen ist offensichtlich.
Bei irre fällt mir zuerst Merkel ein."
n	"@name @name Und ""völkisch"" sind wir alle. Beim Sport wird für Deutsche gejubelt, der Amtseid(Artikel 56 GG) spricht vom Nutzen des deutschen VOLKES und über dem Reichstag steht ""DEM DEUTSCHEN VOLKE"" und nicht ""DER DRITTEN WELT""."
n	@name @name und dass wir uns unsere Art zu leben niemals werden nehmen lassen! Niemals! Zur Not feiern wir Weihnachtsfeste bald hinter schusssicherem Glas!
n	@name @name Und die hessenschau durfte das so einfach bringen 🤔🤔🤔
n	@name @name Und Nationalsozialismus ist eben nicht patriotisch, sondern nationalistisch. Ein Patriot liebt seine Heimat ohne die Verachtung für andere und handelt im Kern konservativ, ein Nationalist will andere Länder einnehmen, zerstören, weil er diese Länder verachtet.
n	@name @name UNFASSBAR
n	@name @name UNFASSBAR, aber FAKT und Opfer könnte JEDER werden, deine Mutter, deine Frau, deine Tochter, JEDER! WIR SIND NICHT MEHR HERR UNSERS LANDES, unserer WOHNUNGEN, wo EINGEBROCHEN, ausgeraubt...MERKEL= SCHAFFE endlich WAS oder HAU einfach AB, NICHT in der LAGE weiter KANZLERIN sein!
n	@name @name Vorteil der 850 Rechtsextremisten in Thüringen ist, dass sie viel seltener Selbstmordanschläge vorbereiten oder mit Messern auf andere losgehen als die 200 islamistischen Gefährder. Letztere kann man zudem abschieben, erstere nicht.
n	"@name @name Was die AfD an ""fake"" verbreitet, bleibt abzuwarten. Bis jetzt sorgt sie im Bundestag für genug Aufregung bei denen, die schon länger da wohnen.

Hab das derzeit bei den GRÜNEN erlebt, der PDS.

Das renkt sich alles ein."
n	@name @name Was in Merkelland nicht passt wird passend gemacht.
n	@name @name Was ist daran so spaßig, wenn eine Mutter vor ihrem Kind beim einkaufen von vier Männern angegriffen wird?😠😠😠😠😠😠😠😠
n	@name @name Was wurde für ein Zinnober veranstaltet um Trumps Gesundheit und Amtsfähigkeit bei #HenrietteReker hat sich trotz kapitaler kognitiver Ausfallerscheinungen wohl noch keiner diese Frage gestellt.
n	@name @name Wenn Du mal genau hinschaust, sind das FAKTEN zu Flüchtlingen, FAKTEN, die DU und die GRÜN-LINKE HEUCHLERBANDE NICHT GERNE HÖREN, ja ABSTREITEN wie DU! SOLLTEST DICH SCHÄMEN der OPFER wegen, vergewaltigt, gemessert werden von NOTGEILEN FLÜCHTLINGEN ist wahrhaftig nicht GEIL!
n	@name @name Wer auf die Tatsche, dem gemäß es bei Menschen regelmäßig 2 Geschlechter (männlich und weiblich) gibt, auf #facebook erwähnt, wird gesperrt. Kranke Welt. Irre Welt. Demnächst wird die Erde wieder eine Scheibe sein.
n	@name @name wer bei diesem Unfug mitmacht, dem ist nicht mehr zu helfen. Allenfalls kombiniert mit einem Selbstverteidigungskurs wäre so eine Aktion moralisch vertretbar. So ist es Frauengefährdung - kein Schutz.
n	"@name @name Wer wie Jorden ""Gekko"" @name am 16. Dez. 2017, acht Tage vor Heilig Abend für sich die 4 wichtigen Dinge im Leben formuliert mit: -Wasser  -Liebe  -Dope -Kaffee, der sollte sich fragen, ob er nicht doch ein echter GEKKO = REPTIL ist statt Mensch?"
n	@name @name Wie gehen diese Verbrecher mit unseren Steuergeldern um die gehören doch eingesperrt diese Versager 😠😠😠
n	@name @name Wie schon erwähnt, durch Familenforschumg bis ins 17 Jahrhundert belegbar, kamen alle Familienmitglieder komplett aus Frankfurt. Ich trauere auch um meine Stadt.
n	"@name @name Wieder man SYRER, immer wieder SYRER, und ausgerechnet SYRER soll noch ein Jahr FAMILIENZUSAMMENFÜHRUNG ""genießen"", nicht in SYRIEN sondern in DEUTSCHLAND, da kommen die VERBRECHER nicht mehr als FLÜCHTLINGE, sondern LEGAL zur FAMILIE, gemeinsam mit Schlagstock, Sichelmesser usw."
n	@name @name Wir alle vernunftgeführte Bürger / Bürgerinnen dieser (noch) schönen 2. Republik haben großen RESPEKT für die Arbeit unserer Polizistinnen / Polizisten, die tag-täglich mit RIESEN-Problemen konfrontiert, dafür unser aller DANK!
n	"@name @name Wir haben nicht nur zehntausende Deu Soldaten mit postraumatischer Verwundung aus ROT-GRÜNE Kriege, zehntausende Frauen, im eignen Land VERGEWALTIGT von NOT-GEILEN FRAUEN-VERACHTENDEN Asylanten/ Migranten VERGEWALTIGT wurden und psychisch Opfer leiden.
http://"
n	"@name @name Wir sollten beginnen uns alsbald zu verabschieden!
Twitter stirbt."
n	@name @name Wir werden sehen, bzw.wir berichten Dir wie was wer war?
n	@name @name Witz des Tages.....
n	@name @name Wurde bei der Geschenkausgabe auch kontrolliert, wer Moslem ist oder hat Allah da nichts dagegen bei einem christlichen Fest abzusahnen?
n	@name @name Zeitweise macht es ja Spaß mit dir, aber eben nicht immer.
n	"@name @name Übersetzungsfehler! ""Scheiss Deutschland"" hatten ihnen böse Nazis ins Ohr geflüstert, als sie nach Worten für ihre Dankbarkeit Deutschlands fragten."
n	@name @name 😂 ja aber wenn er sich ärgert kommen halt Sprüche.
n	@name @news @AfD Ich schalte ARD und ZDF nicht mehr ein. Wenn man sehen will was Hetze ist muss man die einschalten.
n	@name @news Die ARD sucht sich Umfragen und Nachrichten aus, die in ihr linkes eurozentristisches Weltbild passen. Der Umstand, dass Tusk den Merkel-Kritikern Recht gab und mit Österreich sich jetzt im Osten eine Achse gegen Merkel gebildet hat, wird ignoriert.
n	@name @news Eher Umerziehung. Sich anzumaßen bilden zu wollen ist schon sehr arrogant.
hs	@name @news Männer™ 😂😂😂 Besser kann man mittlerweile kaum übermitteln, dass es sich um irgendwelche Islamarschlöcher gehandelt hat und nicht um die Mitglieder eines örtlichen Kegelvereins.
n	@name ah wer weiss bratan vielleicht ist er frech geworden illus hat das nich gefallen kurz kleine cocktail er verreckt in der presse können die viel erzählen weisst wie bei jackson sie haben immer scheiße gelabert über ihn ja weil er gegen illlus gegangen ist hat viel gelesen und so
n	@name alle genie sind nacht wach standrard menschen gehn schlafen wenn dunkel wie huhn weist aber nachts genie is topfit is kreativ andere schlafen wie huhn
n	"@name Allein daran kann man doch sehen, sollten Medien wie Focus langsam WACH werden, wie es im Volk rumort und wo aktuell Probleme liegen!
Weihnachtsmärkte EINGEMAUERT, fast stündlich MESSERATACKEN, alle 3 Minuten eine Vergewaltigung in Deutschland, aber noch keine REGIERUNG!"
n	@name Angeblich nicht aufzufinden 😂😂😂
n	@name Auch nur auf Öffentlichem Druck VORHER gab es nämlich einen offenen Brief der Angehörigen der Opfer die ihr darin unmenschliches Versagen vorwarfen!
n	"@name Auch wenn Sie mir ""entfolgen"", das stimmt so nicht ganz:
- wir hatten nie Sicherheit! (...)
- wir hatten nie Frieden! (mit wem auch? Friedensvertrag?)
- wir hatten nie eine Zukunft.
70 Jahre? Was ist das?
Eine Picosekunde in der Menschheits...tralala...geschichte..."
n	@name awa bruder viel zu früh am besten 3 4 wochen verstreichen lassen
n	@name beschwerst du dich jetzt unironisch?
n	@name Bestes Schnee-Mood Lied auf Erden
n	@name Bildungsrepublik Deutschland, 2017
n	"@name Bildungswüste Deutschland. Unsere Kinder verlottern, verdummen und verrohen.

Bei Kindern muss die Gesellschaft hohe Energie und Disziplin in Bildung und Ausbildung stecken und einfordern. Sonst ist unser rohstoffarmes Land bald auch ökonomisch ruiniert und nicht nur menschlich."
n	@name Boykottiert ihre Filme. Geht nicht dahin wo sie auch ist. Dreht ihr demonstrativ den Rücken zu. Es ist unfassbar. Eine Deutsche hasst ihre Kultur.
n	@name bruder gönne dir von herzen es ist fast unmöglich so eine weibliche gegenstück zu sich zu finden in diese gottlose zeit aber wenn du weibliche gegenstück gefunden hast bist du in diese gleichgewicht linke rechte gehirnhälfte usw
n	@name bruder zwei mal haben sie account gesperrt weisst das is jetz dritte habe die ausgetrickst hahahahh
n	"@name Ca. das selbe erhält ein ALG2 Empfänger in Deutschland.
Davon müssen noch Strom, Kleidung und Nahrung etc.bestritten werden.
Diese Kosten hat der Asylant nicht. Ergo: 365 Taschengeld !"
n	@name Da der größte Teil der deutschen geistig kastriert ist wird er es nicht merken ein widerliches Volk ausgenommen leider nur 13%
n	@name Da kannst du aber von ausgehen dass der Staat so etwas fördert 😝😝😝
n	@name Damit würde ich aber nicht mehr allzu lange warten....
n	@name Danke !!! Du hast Recht ❣️
n	@name Dann Lande ich ja am Ende doch wieder in Deutschland.
n	@name Dann würde ich mal Anfangen den Migrantenstrom zu Stoppen, Grenzen schließen, straffällige Migranten direkt ausweisen & deren Grundrechte drastisch einschränken....
n	@name Das 100%  Ebenbild von diesem Monster 😝😝😝
n	"@name Das BESTE am NORDEN ist unser NORDMANN!
Moin Miri!"
n	@name Das halten wir doch aus?
n	@name Das hier wäre passend, weil Familienzusammenführung in der FREMDE nicht unbedingt das ist was FAMILIE ausmacht = HEIMAT! http://
n	@name das is diese depri du weisst zuviel das zieht dich unterbewusst runter in schlaf fickt dich das ohne das du merkst glaube mir brauchst gute mensch wo so denkt wie du dann bockt wieder
n	"@name Das islamische Kopftuch ist politisches Kampfsymbol und gleichzeitig Instrument der Unterdrückung der Frau.
Grüne, SPD und Linke müssen hier noch lernen, dass Toleranz gegenüber der Intoleranz die Intoleranz siegen lässt."
n	@name Das ist eine Frechheit. Unfassbar. Grenzt schon an Volksverhetzung.
n	"@name Das ist nett.

Dankeschön - ebenso."
n	@name Das ist schon mehr wie krank
n	@name Das kam auch nicht über Nacht. Aber nach einer Weile trauen sich die Leute Sachen zu sagen die sie sonst nur denken.
n	@name Das Lob muss ich auch an @name weitergeben, der mir regelmäßig Infos zusendet.
n	"@name Das NetzDG soll kritische Geister wie Sie wegdrängen, und die Schreihälse und Konsumschafe sich austoben lassen.
1984 zeigt wie es läuft: die ‚Proles‘ dürfen weiter meckern, den ‚Intelligenten‘ ist das strikt verboten. Die Elite muss „richtig“ denken, denn da ist die Macht."
n	@name Das wissen „die da oben“ auch. Nur sprechen sie es nicht aus, sondern schwafeln herum, da sie die Fehler zu verantworten haben, deren fatale Auswirkungen sich jetzt zu zeigen beginnen.
n	@name Das ÖR TV wird immer dreister, und wir alle müssen die ARD/ZDF BÖHMERMÄNNER bezahlen mit unseren Gebühren!
n	"@name Den Satz von ""Wenn es bei uns so scheiße ist, warum sind Sie dann hier?“ hätte ich gerne von der SCHULDIGEN für die momentane prekäre Lage in Deutschland und bei Gerichten von KANZLERIN MERKEL gehört!"
p	@name Der Klarname und die Adresse dieser Made wäre interessant.
n	@name Der moderne, elektronische Volksgerichtshof. Womit wir wieder zurück in 1933-45 wären.
n	"@name Der Name steht auch schon fest: Volker Beck. Immerhin nicht die schlechteste Besetzung, denn er hat einen realistischen Blick auf das Problem.

Hasserfüllte Judenfeinde sollten dennoch ausgewiesen werden. Wenn Erwachsene Israelfahnen verbrennt haben sie bei uns nichts verloren."
n	@name Der politische Generationswechsel hat bei der CSU geklappt, bei der CDU wehrt sich MERKEL mit Händen und Füßen aufs Altenteil zu gehen!
n	"@name Deswegen wurden die Akten für 120 Jahre GESCHLOSSEN und GEHEIM!
http://"
n	@name die ganz Radikalen wollen die Steinzeit zurück. Materielle Reichtümer holen sie sich durch Raub aus dem Umfeld.
n	@name Die Kleidung sagt auch was aus
n	@name Die Konflikte Israels haben völlig andere Voraussetzungen als jene in Europa.
n	@name diese cola ich schwöre überleg einfach maschau video und so du weisst eh was soll ich dir erzählen es macht sogar rost weg überleg ma es macht rost weg und leute ballern das in ihr körper wie kann das gut sein??? lieber alte früchte kochen zu so selbstgemacht limonade weisst
n	"@name Diese Menschen sind lebensgefährlich für ihre Umwelt.
Sofort festsetzen und abschieben. Etwas anderes, insbesondere jahrelange Haft mit 100.000 Euro Kosten für den Steuerzahler, oder gar Bewährung, wäre nicht vertretbar."
n	@name duie linke krank einfach ahhahahah aler ic will ihre haare abschneiden und in ein karton legen weil sie so schön sind
n	@name Dumme Chunde beißen nicht.
p	@name Dummes Arschloch
n	@name Egal, hauptsache nicht links und 1,65
n	"@name Ein ""Passant“. Ach so. Kein „junger Mann“ mehr? Welche beiläufig klingenden Harmlosbezeichungen fallen euch für solche Täter eigentlich bald noch
ein?
Die Bezeichnungen für gewalttätige, in diesem Fall schwarzafrikanische Migranten werden immer absurder."
n	@name Einen Scheissndrecka werden die linken Grünspänigen und die rote Pest gewinnen, bin soweit um persönliche Nachteile in Kauf zu nehmen.
n	@name Er benehmt euch wie Terroristen, siehe Hamburg.
n	@name Frohe Weihnachten nach Saarbrücken 😓😓😓
n	@name Für mich ist jemand Deutscher der auch deutsche Vorfahren hat. Ich bin auch kein Chinese wenn ich mir einen Pass besorge. Das sehen auch die Ausweisdeutschen so,denn wenn die in Urlaub fahren sagen alle , ich fahre in die Heimat.
p	@name geil hast du mit axt bank ausgeraubt kleine kroatin ficken hahahahh fick sie wie sie braucht auf ihre insel
n	@name Geil, werde ich sogleich heute abend anwenden!
p	@name Genau deswegen meine Mitgliedschaft gekündigt.. (Kniefall, etc..) Arschkriecher
n	"@name Generell ist ""Darsteller"" für die meisten, die in deutschen Filmen mitmachen eh passender als ""Schauspieler""."
n	"@name GERALD ein ganz schlauer, MESSERN stammt vom TÜRKEN SLANG her: ""Aalter, mach disch messer!"" Daher stammt MESSERN! Außerdem gehört ein MESSER zur Grundausstattung eines Türken/Asylanten wenn er ""AUSGEHT"" zum BIO Deutschen, dort mal GUCKST DU zu machen!
http://"
n	"@name Gern geschehen. Man hilft doch immer gerne.
PS: Hitler war auch ein unverheirateter, kinderloser Ex-Künstler und sozialistischer Arbeiterführer. Klingt ja wahnsinnig rechts."
n	@name Gute Besserung wünschen wir Dir, lieber Maurice, s wird schon werden habe Vertrauen ind ärztliche Kunst gepaart mit eigenem durchhalten, stark bleiben!
n	@name gute mensh wo die lügen der juden durchschaut hat
n	@name GUTE WAHL ENTSCHEIDUNG!
n	@name Hab ihn gelöscht ... der war unlieb ...
n	@name habe gerade gegooglet hahahahah vullah blamage für mich er war ja reiche mensh aber behindert in kopf is immer so
n	@name habe ma doku gesehn die haben so pizzakuchenauflauf oder so gemacht dann sind sie damit zu italiener in chicago haben den gezeigt er is ausgerastet das hat nichts mit pizza zu tun ohne itaka haben die doch nur scheiße gefressen hier sie verschmutzen unser essen hahahREAL GEREDE
p	@name haben diese hirntoten kids keine echten vorbilder, nur die eckert, die roth, den özcdemir, die kipping? das leben geht anders! auch diese stasi- kahane ist nicht der umgang für normale menschen!
n	@name hahahah diese huen ich kann ihn nicht haten er ist einfac lustige mensh
hs	@name hahahah diese porno is gift für dein kopf und dein yarak is von juden erfunden um weiße männer unten zuhalten damit sie keine kinder kriegen können glaube mir sie wollen asiatische caramelvolk haben die hurnsöööhne hahah sie haben angst vor weiße stolze eruopäer
p	@name hahahah du huen damals selber warst doch tausendmal russland auftritt hast mit russische oligarche koks von russische titten gezogen nun willst mir was erzähln komm halt dein maul hahahahh
n	@name hahahah einfac youtube bruder in normale tv sowas läuft nicht mehr
n	@name hahahah normal bruder gibt genug dort arme weißrussland auch kannst mit alte jeep durch landschaft fahren wie so safari von dorf zu dorf in kuhstal gehen dir aussuchen welche du willst ganze familie küsst dann deine füße hahahaaa
n	@name hahahahah genauso war bei mir konnte nichts tun hahahh ich schwöre wen wir schlafen wollen irgendwelche geister unsere körper ficken dann wachs du auf und bevor sie weg sind du siehst sie halt kurz eh so krank was is diese traumwelt paralyse alles keiner klärt auf in schulen
n	@name hahahahah ich dachte er macht jetzt daraus eine kalashnikov
hs	@name hahahahHAHH afrika1 killt mich muss direkt an so eine kongo nigger denken mit gelbe zähne von kautabak der notgeile hahah wie er in seine strohhütte sitzt
n	@name hahahahhh dann musst jetz durchziehn und hoffen das mensh nich nachtragend is meiste sind nachtragend aber alle sagen immer ne bin nich nachtragend hahah
hs	@name HAHAHhahahh vullah er sagt damals sie waren schon mit 6 pubertät also haben die sich zurückentwickelt weil pubertät kommt ja heute später hahahahaaa kleine lügen hurnsöhne wollen was schönreden kind is kind egal in pubertät oder nich die hurnsööhne hahahaa
n	"@name Hat er oder hat er nicht? 🤔

Eine Badehose an?😳"
hs	@name hhahahh eine nigger flüchtling wird finden wir ddenken geile jackpot
n	@name Hier gibt es eindeutig eine Opferhierarchisierung.
n	@name hoch die hand hoch die hand fürs deutsche vaterland
hs	@name Hoffe dieser scheiß Deutschland-Hasser verreckt da im Knast..
n	@name http://   und http:// noch Fragen ?
n	@name Ich auch: Seit einem guten Jahr, eher 2.
n	@name Ich bemühe mich.
n	@name ICH BIN FROH WENN ICH MIT MEINER MINI-RENTE ÜBER DIE RUNDEN KOMME- DANK UNSERER POLITIK REICHT DIE JA VORN UND HINTEN NICHT
hs	@name ich fühle diese neger musik sie haben alle rythmus in blut weist das kommt noch von ihre vorfahre afrika zeit sie chillten dort wüste haben rumgeklopft auf trommel getanzt und so nun hat das jede nigger automatisch in blut
p	@name Ich gehe davon aus, dass all das nicht versehentlich in die Berichterstattung der Staatssender @name  und @news gerät, man will ja nicht den Falschen in die Hände spielen 🖕🏻
n	@name Ich gucke lieber VOX heute Abend ist mit Sicherheit hundertmal intelligenter wie dieser linksradikal ist Schrott
n	@name Ich habe letztens gehört das sich nur in Deutschland lebende Türken eine Zweitfrau leisten können weil sie dann Sozialleistungen kassiert. In der Türkei können sich Polygamie nur wohlhabende Türken leisten. Insoweit ist ihre Idee ein guter Ansatz.
n	@name ich halte dagegen und behaupte Skinny ist das
n	"@name ich lese „Rape It“. Falsche Farbwahl und Gestaltung, dummer Text. Ich hoffe, Null Frauen tragen dieses Bändchen auf der Domplatte an Sylvester.
Wir importieren uns Verbrechen, für die es im Deutschen noch nicht mal ein Wort gibt, so unbekannt war das bisher.
#respect"
hs	"@name Ich muß den Rechner jetzt wirklich ausschalten. - Eben das Interview mit Prof. Meuthen und dieser (in meinen Augen) unsäglich dummen Grünen Keller gesehen, den Bimbo aus Nürnberg, der die alte Frau mißhandelt hat, ich merke, daß ich aggressiv werde.
Nicht gut, gar nicht gut."
n	@name Immer dieses Geplapper! Natürlich sind Neuwahlen eine Option oder eine Minderheitsregierung, in Schweden klappt das seit 7 Jahren
n	@name Immer noch viel zu viel. Wann werden endlich mal ein paar hunderttausend zurück geführt?
n	@name In die Tagesschau? - in die Systempresse?😂😂😂
n	@name In meiner Familie ist Tradition das die Söhne ihrem Land dienen. Dadurch waren wir an fast allen Kriegen beteiligt.Auch heute noch sind meine Söhne bei der Bundeswehr, Division schnelle Kräfte.
n	@name Irgendwie kommt da einem die Diskussion über die Todesstrafe in den Sinn.
hs	@name ist n kleinr huen leute cheken nich zuers kamen sie mit diese obama sandnigger mit shöne lächeln hat alle eingelult nun versuchn sie mit diese alte sack zu provozieren un abzulenken leute fallen immr wieder drauf rein er sagt paar sätze gegen medien alle denken er geht gegen illu
n	@name ist sie eine richtige deutsche oder?!? ist sie so eine art von deutsche wo sich noch schuld geben obwohl schon 100 jahre her wenn ja stell vor hättest so geschrieben hahah sie hätte sofort zu polizei gebracht würde sek um 6 uhr morgens kommen deine handy pc alles mitnehmen hahah
hs	@name ja die pushen niggers in amerika weil sie müssen niggers regieren usa auch wenn die das offen nicht sagen cia hat auch damals crack in die ghettos geschmuggelt und die nigger abhängig gemacht damit man sie besser kontrollieren kann schwarze jugend davor haben die am meiste angst
n	@name ja die sind eh ausnahme das bestätigt regel von den brauchst nix erwarten fast alle von dene wollen nur deutsche volk aussaugen
n	@name ja man du hast gute geschmack masallah
n	@name Ja. Ganz genau!
hs	@name jahahahahaa was is das ich ficke diese huen er is junkie hurnsohn kein normale mensch macht mit 35 führerschein selbst bei uns russland alle herojunks hatten führerschein is nich normal was is mit ihn und was er trägt
n	@name Japp die Glühweinconnection, versetzte jeden Weihnachtsmarkt in Angst und Schrecken
n	"@name Je schlechter aktuelle Umfragewerte der AfD (momentan unter 12%) veröffentlicht werden, je eher werden UNION, SPD den Schritt wagen, im Glauben dann eine saftige Mehrheit zu bekommen und AfD unter ferner liefen!
Doch solche ""Gedanken"" können schnell umschlagen, AfD=35 % und dann?"
p	@name kenns du story zu diese frau von harry potter hahahah die behinderte war richtige junkie hatte nichtma was zu essen hat geblasen für drugs hat auf lsd diese ganze bücher geschrieben hat sie selber zugegeben diese kleine ehrenlose junkie hahahaaa
n	@name kommt drauf an wie lange her wo du fehler gemacht hast wenn noch frisch kannst vergessen verschlimmerst nur musst eine gewisse zeit abwarten glaube mir
n	@name krasseminem er tut mir leid er wird anfang 2000er von illu geknechtet sowie kanye gerade hahah seine frau sagt sie will diese fettsack kanye nicht mehr sie will alte wieder von ihn hörst nix ja weil er grad mit mk ultra terapiert wird wart ab der kommt wieder mit neue album bald
n	@name Lach nicht es ist ERNST, alle wollen noch ein Kind von Petra!!
n	@name legende diese mann ich wette er is verreckt an alk habe gelesen in netz angeblich er arbeitet irgendwo berlin bahnhof oder mediamarkt aber war alles nur gequatsche keiner weiss wo er is
n	@name lehrer haben immer gesagt ich bin genie und auch so tests musste immer machen haben die immer gesagt bin schlau aber glaube die haben eh alle nur gelabert was für schlau bin normale arbeiter
n	@name Linke und Meinungsfreiheit standen schon immer auf Kriegsfuß miteinander. Außer Beleidigungen und Diffamierungen fällt denen gar nichts mehr ein.
n	@name Linkes Niveau. Dumm, dümmer, links.
n	"@name Maas - sche Meinungsdiktatur, ein wunderbares Beispiel.

Willkommen in Nord Korea.

Was beschert uns die GROKO als Nächstes?

Panische Angst vor Neuwahlen unter den etablierten. Gut so."
n	@name Macht alle mit!
n	@name manuelsen is nur ein kleiner brüllaffe brüllt rum is alleine schwächling aber wenn er brüllt kommen halt seine kollegen weist retten ihn original wie bei brüllaffe alleine die könn nix hahahaa
n	@name Mein Beileid
n	"@name Mein Gott, was eine Aufregung wegen ein paar vollgeschissener Windeln, Butterbroten, die Dir entgegen schwimmen.
Das gehört zu deren Kultur, da muß man doch Verständnis für haben👆

Nehmt Euch ein Beispiel an Köln im Sommer,da geht an den öffentlichen Springbrunnen dasselbe ab😜"
n	"@name MERKEL hat UNVERSCHÄMTERWEISE, OHNE das BETROFFENE Volk zu FRAGEN wie SCHRÖDER-FISCHER zu ERSTMALS DEU bei ANGRIFFSKRIEG im AUSLAND, Hundertausende OHNE KONTROLLE ""einreisen"" lassen, Zehntausende VERBRECHER darunter INKLUSIVE, MERKEL muss endlich VERANTWORTUNG ÜBERNEHMEN = GEHEN!"
n	@name Mich kotzt das auch an. Aber es gibt sie noch die Städten, Orte und auch Feste  wo wir unter uns Deutsche sind. Das Gefühl der Widerlichkeit haben immer mehr. Jedenfalls sagen mir das immer mehr Deutsche hinter vorgehaltener Hand.
n	@name mir sind inzwischen Nicht-Berufspolitiker lieber als Menschen, die seit 20, 30 und mehr Jahren Parteikarriere machen und den primären Kontakt zum realen Lebenswirklichkeit der Normal-Berufstätigen zunehmend verlieren.
hs	@name musst achten die hurnsööhne wollen deine eier bestrahlen sie wolle das du keine kinder kriegs und wenn du gericht gehst sie sagen alle dann wir wisen von nix ja dat kenn ma schoo
n	@name musst stark sein bruder du bist soldat oder nicht soldat muss in krieg selber verarzten
n	@name Nachrichten mit weniger als 10 Toten interessieren ja nicht mehr.
n	"@name Nationalsozialisten sind staatsgläubig, kollektivistisch, zentralistisch, atheistisch und sozialistisch, alles linke Elemente.
http://

Im Horst-Wessel-Lied grenzt die NSDAP sich nicht nur gegenüber der Rotfront, sondern auch gegenüber der Reaktion nach rechts ab."
n	@name Nazis sind nationale Sozialisten und folglich links der Mitte in deinen sozialistischen Lager.
n	"@name Nein nein, die ist clever:

Diese ""rape me"" Bändchen sind Trophäen. Da kann sie anschließend die Unterkünfte durchsuchen lassen und wer die meisten eingesammelt hat, ist so psychisch krank, dem muß dann schnell geholfen werden. 👆"
n	@name Nein! Diesen öffentlich rechtlichen, künstlerischen Offenbarungseid muss man einfach sehen.
n	@name NICHT langsam, sehr schnell und weg mit dem Kerl!
n	@name Nicht mit so einer scheiß Aufstellung
n	"@name Niemals haben sich Männer und Frauen gepaart, und dadurch wurden Schwangerschaften ausgelöst aus der Kinder entstanden sind.
Dreiste Lüge! Wer so was behauptet ist Röööchts!
Jeder weiß, Kindern entstehen in Retorten, durch künstliche Befruchtung oder jungfäuliche Empfängnis."
p	@name Ohne Verlaub, du musst ein vollkommenes Arschloch sein.
