label	text
n	..nur nicht blenden lassen, der Tag der Abrechnung  kommt näher.
n	Sucht erst mal die Tausende die untergetaucht sind
n	Klaust 'n Kaugummi bekommst dein Ticket nach Hause. Ist das so schwer?
n	Wenn Merkel sich mal an Recht und Gesetz halten würde
n	Flassis, geil, das neue Wort 2016......
n	"Ausweisung heißt nicht gleich Abschiebung ? ""Zentral ist aber der folgende Punkt: Mit so einer Ausweisung ist der betroffenen Asylbewerber noch nicht außer Landes. Viele werden nicht freiwillig ausreisen. Eine Ausweisung muss erst vollzogen werden. Das ist dann die Abschiebung. Und genau an diesem Punkt gibt es eine Reihe von rechtlichen und tatsächlichen Hürden, die ein Verlassen der Bundesrepublik verhindern können."""
n	Uns wird täglich etwas von Syrern  vor geschwafelt , die Wenigsten die hier ankommen sind echte Syrer . Wenn sie dann erst einmal hier sind , bleiben sie auch , da wird nicht mehr sortiert .
n	Dagegen machen die Roten Socken und die GRÜNEN Gutmenschen doch sowieso wieder einen Aufstand!
p	diese pissnelken hätten erst gar nicht in unser land kommen dürfen / können / sollen...nun wird man die flöhe nicht mehr los!!!
n	Vorsicht vorsätzliche Täuschung. Ausweisung NICHT gleich Abschiebung!!!
n	wir werden doch nur noch verarscht!! Hoffe der letzte bekommt es irgend wann auch noch mit.
n	Das ich nicht lache
n	Funktioniert doch ehe nicht. Kein Pass, keine Abschiebung. Und wenn das Land sie nicht haben will, kann Deutschland sie ehe nicht zurück schicken.
	
	Es war einmal ..... leben sie noch heute!
n	Sorry, aber dieses Schmierentheater von Regierung hat schon so oft gelogen und überhaupt ist es ja letztlich deren Verschulden, dass solche Maßnahmen überhaupt nötig werden. Ausserdem gibt es ja jetzt schon dutzende Ausnahmeregelungen wie z.b. für Syrer. Bei beinahe jeder Nationalität gibt es eine Ausrede, warum gerade die nicht abgeschoben werden dürften.. hallo? Es wird sich also nichts ändern, jedenfalls nicht so, wie es nötig wäre. Aber die nächste Wahl kommt bestimmt (und die wird dann wahrscheinlich getürkt)
n	Ich Scheisse auf diese Regierung da für habe ich 40 jahre gearbeitet  diese olle Merkel soll sich selber Abtreiben weg mit diesem Müll
n	Krimminell ist auch wer hier illegale einwandert, seine Ausweisdokumente vernichtet, falsche Herkunft und Name angibt. Personen die aus wirtschaftlichen Gründen kommen und uns von Anfang an nur belügen sind auch krimminell, nicht nur Vergewaltiger. Der Versuch der illegalen Einwanderung in unsere Sozialsysteme muss ebenso bestraft werden. Recht auf Asyl haben nur echte Flüchtlinge, und diese werfen auch nicht wie die 1 Million anderen Scheinasylanten ihre Ausweisdokumente weg.
n	Es stehen die Wahlen vor der Tür. Die wollen Stimmen sammeln und danach geht es weiter wie bisher. Leider gibt es immer noch genug dumme Menschen die diesen Scheiß glauben
n	mmm...naja, könnte doch Merkel ein gutes Beispiel sein...Koffer packen und ab und die Asylis latschen ihr alle hinterher =D
n	Lächerlich !!!!!?????
n	Wo genau schieben die denn diejenigen ab die ihre Ausweise weggeschmissen haben, oder wo der Herkunftsstaat sagt: nö, den wollen wir nichtmehr.  Erst reinholen, das kostet viel Geld, und dann wieder nach Hause fliegen, kostet nochmal viel geld.  Super....
n	Können wir unsere Politiker auch gleich  ausweisen die taugt ja auch nichts
n	Wenn ich so schnell arbeiten würde wie ihr wäre ich schon längst Arbeitslos  mannnn. mannn
n	Wer es glaubt wird selig !!!
n	genau und bis es zu einer Verhandlung kommt vergehen Monate bis Jahre, die Gerichte sind überlastet und nicht in der Lage alles zu bewältigen. In der Zwischenzeit läuft alles weiter wie bisher...
n	hier ist unser neuer Held der die Kanzlerin zur Rede stellte
	bitte teilen teilen teilen ein Hoch auf solche Menschen
	
	https://www.facebook.com/thomas.rodel.58
n	ALLES NUR PROPAGANDA VOR DEN WAHLEN!!!!
	Kaum ein Staat will Flüchtlinge zurücknehmen!!!!!!!
	ich glaub dehnen kein Wort mehr!!!!!
n	Das ist doch vearche um das Volk zu beruhigen warten nach den Wahlen
n	Das ist alles nur wegen den Wahlen, damit die CDU gut da steht. Aber es gibt immer noch einige die diese Politik glauben.
n	Das ausläderamt ist da für um die auszuweisen und nicht das Gericht und die schaukeln sich liber die Eier
n	man man man -. ihr werdet weder die einen noch die anderen los - eure Nachbarstaaten machen nämlich nicht mit - ihr könnt Gesetzte beschließen soviel Ihr wollt - Marroko - Algerien und co lassen grüßen und sagen Danke behaltet mal schön selber - ach ja und wieviele Türken sitzen eigentlich in den Gefängnissen ?  gebt ihr die dann mit Handkuss an Erdi direkt oder wie läuft das ?
n	Die schaffen ja nicht mal die bereits in einem Verfahren abgelehnten Asylbewerber aus dem Land zu bringen! Meistens weiss man ja auch nicht, wo sich diese Leute aufhalten. Alles Augenwischerei - Ist doch klar, dass vor den Landtagswahlen noch mal schnell parteipolitisch gehandelt werden muss.
n	nicht als Alibigesetze! Nebel und Show - Houdini wäre erfreut.
n	heuchler!!!! eigentlich wollten sie eine schwanzverlaengerung fuer diese traumatisierten zahlen...
n	Bla bla bla bla bla bla  hohle Luft von noch hohlerem Köpfen
n	Freut Euch nicht zu früh.....Das muss zuerst 1:1 umgesetzt werden.......Geredet wird ja soooooooo viel.....
	Wir in der Schweiz stimmen am 28.Feb auch darüber ab!!! Ob dies dann wircklich umgesetzt wird, wenn es angenommen wird da zweifle Ich....
n	Bla bla bla bla
n	Das ist doch wolh ein Witz
n	Bald sind ja Wahlen,da kann man noch schnell ein paar Stimmen fangen.Die Gesetze waren schon da,um abzuschieben.Die wurden aber nicht durchgesetzt,wie es sich gehört.Neue Gesetze,die nicht durchgesetzt werden,bringen uns natürlich weiter.Das ist nur eine weitere Verarschung,um Stimmen zu bekommen.CDU,SPD,Grüne,FDP und CSU werde ich nicht wählen.Aber wählen werde ich ....
n	Siehe da,es geht doch,wenn man nir will,nur das original heißt afd und das kann man nicht kopieren ,liebe cdu
n	super sache
n	Wieder neue Verarsche
n	sollen da am tisch gleich anfangen
n	Volksverdummung ersten Grades !
n	letze chance das Ruder rumzureißen vor der Wahl , denke mal gibt ansonsten eine neue Ordnung sehr bald
n	HA HA HA wer glaubt denn sowas ??????
n	Hat Schröder in seiner ersten Amtsperiode auch mal getönt. Das Resultat kennen wir.
n	Wer´s glaubt...
n	Na klar und dieses Jahr gibt's auch wieder Weihnachtsgeld.
n	lach...was soll da schon gutes bei rumkommen....grenzen dicht machen
n	Affiges blabla seit 4 Monaten wurden von ca 3000 Balkanabstämmige Asylanten in Hannover 300 wurde abgeschoben. Der Rest schmarotz sich weiter durch.
n	...das ist so lächerlich, was dabei rausgekommen ist, mir ist die Galle übergelaufen, als ich das gehört habe, was die beschlossen haben!
n	dafür muß erstmal gewährleistet werden, dass die jeweiligen Staaten ihre zurückgeschickten Bürger wieder zurücknehmen
n	Sehe ich auch so,die sind machtbesessen und wollen uns wieder mal verarschen,ansonsten hätten die schon längst die Illegalen aus Marokko,Algerien,Kosovo,Albanien,usv,zurück geschickt.Und sicher schreibt dann die Presse genau das was die Regierung und weiss machen will.  Wie heisst es in allen Fällen ,Nicht an die Worte,an die Taten wirst du sie erkennen.  Ach ja,und Solche wie Sarazin die haben jaaaaa soooo unrecht.
n	Solange das Herkunftsland die Menschenrechte vertritt und die Gefängnisse human sind. Ergo, 95% bleiben hier und können immer noch weiter scheiße bauen. Wen wollen die eigentlich verarschen?
n	Wer es glaubt wird sehlig !!!!
n	das wird auch zeit, kriminelle asylanten raus.
n	Der Fehler darin besteht doch es schneller machen zu wollen  und nicht  sofort.
n	Leute euch werden wieder die Augen zugeschmiert die Wahlen kommen immer näher und die Angst geht um
n	Das ist nur Gelaber und sonst nichts, da passiert gar nichts die sind viel zu blöd  !!!
n	"da haben die hohen herren und damen ne menge geld und zeit versenkt  um ein gesetz zu erlassen worüber sich jeder ""FLÜCHTLING"" - KAPUTTLACHT - und nach seiner straftat sagt "" OH HABE VERGESSE WERDE IN HEIMAT VERVOLGT "" und schwups .... ist er frei"
n	Genau so eine Verarsche wie die ganzen Monate zuvor.Wenn die fertig sind mit den angeblichen Hindernissen bleiben alle Gäste eh hier.Der Regierung sind dann die Hände gebunden.Lächerlich!!
n	"Hier wird unser Geld und unsere Zeit vergeudet.Bei der Regierung wie bei unseren Gästen.Alles nur blabla um uns zu""beruhigen""."
n	Hahahahahahahahahahahahahahaha
n	Alles nur Plapla aber keine Taten
n	Ja wers Glauben mag und der Osterhase bringt ja auch die Eier
n	Wie wäre es damit die Polizei lässt die kiffer (Menschen die gerne eine PFLANZE Rauchen )in Ruhe die tuen eh niemanden was ! Die ganzen Polizisten hätten dann genug Zeit sich um solche Angelegenheiten intensiv zu kümmern !!!!
p	Kabinettsitzung ? Eher die Muppet-Show.... Immerhin wird hiermit indirekt zugegeben das wir bereits einen Haufen faule Eier aus Unachtsamkeit und falschen Entscheidungen ins Land gelassen haben. wollen doch mal sehen ob das wirklich in die Tat umgesetzt wird mit der schnellen Abschiebung von Straftätern. An unsere Politiker nochmal: DER ISLAM GEHÖRT NICHT ZU DEUTSCHLAND. Die Islamisten gehören NICHT  hierher. Hätten wir sie nicht reingelassen hätten wir einen Haufen Probleme weniger und einen Haufen Geld gespart. Ist das so schwer zu verstehen und danach zu handeln? Wenn ich meine Firma so führen würde wie die das LAnd führen wäre ich wegen Konkursverschleppung, betrügerischer Konkurs und allem was da noch dazu passt für 4 Jahre im Gefängnis.!!!
n	Geht den langsam der Stift?
n	Bisher wurde gar keiner abgeschoben,was ist dann schneller? :-)
n	So wie sie da sitzen drehen sie sich auch, im Kreis . Das große Euro vernichtungs Kommando. Hoch lebe der brave Steuerzahler.
n	Wärs glaubt!!!
n	Gar nix passiert. Wird nur gemacht um das Volk bei Laune zu halten
n	Wozu rumsitzen und dumm quatschen, handeln ist wichtiger!
n	Wenn die Tatsächlich Abgeschoben würden währe das ja mal was ,aber sicherlich sind das alles nur Luftblasen unserer Bwerliner Dummschwätzer,wenndas Heimatland nicht Zurücknimmt in der Sahara ist Platz genug und die Staaten bekommen keine Entwicklungshilfe Fertig
n	Augenwischerei!
n	Labern Labern labern
n	Es wird langsam mal Zeit, dass etwas passiert.
	Es wird darüber diskutiert, ob Omas und Opas noch Auto fahren dürfen, aber gegen kriminelles Ausländergespocks wird nicht konsequent vor gegangen.
	Man kann ja mal in Saudi-Arabien einer Frau unter den Schleicher fassen.
	Da ist der Kopf aber gleich ab.
n	zuerst muss ja wohl eine Gerichtsverhandlung geführt werden - allein der Beginn einer solchen dauert ja schon Jahre.....
n	wir wollen wir wollen,redet nicht,machen machen!!!!!!!!!!!!!!!!
n	ach, alles Blödsinn ...die Herkunftsländer wollen diese Straftäter NICHT zurück ...also bleiben die hier
n	und so werden alle Urteile unter einem Jahr ausfallen egal wie lange die Strafe ist ob Bewährung oder nicht wenn straffällig hat er sein GASTRECHT verloren und sollte sofort nach Hause gesschickt werden
n	bla bla bla
n	und was bringt es wenn unsere Grenzen erst mal offen bleiben???
	viele Herkunftsländer nehmen ihre Ex-Bürger nicht wieder auf, also müssen weitere Gelder fliessen von uns Steuerzahlern, damit wir dann einen Menschen abweisen dürfen!?
	ARMES DEUTSCHLAND!!! :(
n	Die totale Verarschung, wer lässt sich bei unseren Gesetzen Ausweisen ?
n	Blablabla... So viel Flugzeuge haben wir gar nicht...
n	Alles nur bla bla
	Reine Wahlkampf Taktik um noch ein paar Leute ins Boot zurück zuholen.zu spät Frau Merkel, das sinkt langsam .ihre Fehlentscheidungen wiegen zu schwer.
n	Das ist wieder so eine Wahl verarsche von denen bevor die einen ausweisen lassen sie 1000neue in Land und wieder wurde die Bevölkerung für dumm verkauft !Welchen Preis werden wir für all diese Dummheiten der Regierung wohl bezahlen müssen ?Vieleicht mit unserem Leben ?
n	So lange es nicht tatsächlich durchgeführt wird, schade ums Papier!
n	Und was kam bei dieser Sitzung raus? Bla Bla Bla !
n	"......""zu rechnen haben"".....hahaha alles Augenwischerei."
n	Hintere Reihe die in der Mitte muss als erstes weg!!!
n	Endlich ich frage mich warum kommt dies erst jetzt? Muss denn immer erst was geschehen, das sich die Politik ein Herz fasst und etwas im Sinne der Bürger unternimmt.
n	Ein Hip-Hop Song von mir für euch. Eine Kampfansage gegen die Bundesregierung.
	"Wir sind das VOLK und das bekommen ""die"" jetzt zu spühren!"
	Teilt dieses Lied wenn es euch zusagt damit alle es Hören :)
	https://www.youtube.com/watch?v=w1MqeWPU7Vs
p	Hat der Wahlkampf begonnen? Mit Verarschung geht nix mehr ihr dreckigen Heuchler. Der Blitz soll euch beim scheißen treffen.
n	Fällt den aber früh ein ! Hätte es schon mindestens 30 Jahre geben müssen ! Wollen also das Rad neu erfinden ! Ist leider nur ein Tropfen auf dem heißen Stein ! Da muss richtig hart durchgegriffen werden ! Aber dann heißt es ja wieder die Deutschen sind rassischtisch und ausländerfeindlch ! Deswegen kommt da eh nie was vernünftiges zustande !!!!!
n	Heute so und Morgen so nach der Wahl ist alles wieder wie es war,denkt dran.
n	Den Eltern gehört links und rechts eine gebatscht.
n	Die Kinder werden gedrillt und gefügig gemacht. Die sollen Angst vor einer eigenen Meinung haben und die pc mit Gewalt verteidigen. Antifa, das sind Gymnasiasten die bei Mutti wohnen.
n	Leistungswahn für die neue Sklavengeneration. Kinder sollen eine Kindheit haben und nicht nur lernen. Kein Wunder das die Jugend von heute schon burn out Symptome aufweist.
n	Ein bisschen mehr lernen und Hirn einschalten, dafür weniger WhatsApp und Facebook ... wäre schon mal ein Anfang. ^^' Wenn man heute DSDS, GNTM, Superstar, Bachelor, YouTubeStars und Co rund um die Uhr vorgesetzt bekommt ... ist doch kein Wunder, dass da fast niemand mehr für die Schule lernen will ... kann man ja auch so sein Geld verdienen ... und wird Promi ... Wir verlangen nicht zu viel von unseren Kindern ... nur gibt es heute viel mehr Beschäftigungen für Kinder, die nichts mit Schule zu tun haben und die Zeit zum Lernen auffressen. ^^
n	"Also steinigt mich aber alle Schüler haben zwischendurch irgendwo Schwierigkeiten, gibt wohl niemand der immer alles sofort perfekt kann, da ist es doch angenehmer wenn Leute helfen die Plan haben bevor die Kids ihre Eltern fragen die sich entweder auch erst darein fummeln müssen oder was falsch erklären weil früher Sachen auf anderen wegen wie heute passiert sind... Wir haben bspw. In Mathematik Abzug bekommen wenn wir nen anderen rechenweg genutzt haben lernen die Kinder von ihren Eltern diesen nunmal auf ""veraltete"" weise, ist irgendwann die Motivation ganz hin..."
n	Ne 2 oder 3 zählt heute nichts mehr! Entweder 1 oder Kacke. Ich mach den Wahn mit meinem Kindern so nicht mit.
n	Auftraggeber die Bertelsmannstiftung --- ach herje , die sind doch für die Volksverdummung mit verantwortlich, über deren TV Sender.
n	"Na ja, ""Leistungswahn""... wenn man sich anschaut, wie das allgemeine Bildungsniveau immer weiter abgesenkt wird, bis auch noch der tumbeste Tor ein ""Abitur"" bekommt. An den Universitäten schütteln sie die Köpfe über die grassierende Unkenntnis der Erstsemester in fast allen Kernbereichen der schulischen Ausbildung. Von der Sozialkompetenz ganz zu schweigen."
n	"Kein Wunder wenn man Selbst als Müllwerker heute zu Tage Real-Abschluss braucht ! Oder als Polizist Abitur, lächerlich....wieviele Früher ""nur"" die gute alte Lehre gemacht haben und dann zu Polizei zum Beispiel und diese Leute hatten teils mehr drauf als die heute ??"
n	Die Werbung und NWO-Propaganda schreibt vor, dass man nur was wert ist wenn man ein Haufen Geld, nen teures Auto und so was hat. Hast du was bist du was- Ideologie nennt sich das. Traurig aber ist leider so. Mich persönlich interessiert Geld nicht. Genug zu essen und zu trinken und ein Dach überm Kopf reicht völlig aus.
n	Bertelsmann Stiftung....sagt alles.....
n	Ich hab nie Nachhilfe bekommen hab mich selber angespornt du musst der beste sein
n	Also mein großer hat in der 5. Schon 8 Stunden komplettes Programm. Dazwischen nur 2 Pausen A 10 min Frühstück und 30 min Mittag. Das ist schon wie ein Vollzeit Job und er hat in der fünften Klasse schon Sachen, die ich erst in der 7. Bekommen habe. Also der Leistungsdruck scheint sich extrem gesteigert zu haben.
	Und wenn er 16 Uhr zu Hause ist, muss er noch Hausaufgaben machen, die dann 1 1/2 dauern plus. Also die Tage sind durch für einen 11 jährigen. Tolle Kindheit ???
n	Wenn es nur noch studierte gibt wer soll den da noch arbeiten
p	Dieses scheiß Walldorf-Rumgeheule. Wenn man nicht völlig grenzdebil ist, reißt man das Abi auf einer Arschbacke ab, ohne mit der Wimper zu zucken. Das ist absoluter Kindergarten, zu dem, was dann an wissenschaftlichen Fächern kommen kann. Wacht doch mal auf!!!!. Dieses scheiß Rumgeheule.
n	bald braucht es jeder wegen überfüllten klassenzimmern durch flüchtlinge , falls die schulen nicht auch noch als bettenlager missbraucht werden , sportunterricht gibts ja wohl schon an einigen schulen nicht mehr
n	Ein Hip-Hop Song von mir für euch. Eine Kampfansage gegen die Bundesregierung.
	"Wir sind das VOLK und das bekommen ""die"" jetzt zu spühren!"
	Teilt dieses Lied wenn es euch zusagt damit alle es Hören :)
	https://www.youtube.com/watch?v=w1MqeWPU7Vs
n	Willkommen im Stasiland Merkel ;-)
n	Wir lassen uns nicht aufhalten. Die Wahrheit und Gerechtigkeit finden immer einen Weg.
n	"Hart! Ist mir ja schon aufgefallen als das Interview mit dem KSK Soldaten verschwunden ist. Ihr habt ""leider"" eine zu große Reichweite mitlehrweile. Das sind nur noch die letzten Zuckungen eines untergehenden Staates^^"
n	das ist einfach unglaublich
n	Jetzt erst recht !!
n	Kein Rückzug, kein Aufgeben!!
n	Soviel zum freiem Internet!
n	Das ist Nichte Neues, ist bei Wikipedia das Gleiche
n	Alles nur noch unglaublich in diesem Land! Man ist so hilflos und machtlos.
p	KLAGT NICHT......KÄMPFT
n	Als klar wurde dass Facebook Zensur künftig von Bertelsmann erfolgt habe ich mir schon gedacht dass so was kommt.
n	Zensur im Stil der DDR... Merkel kennt das ja von früher IM Erika
n	Wow...
n	Und demnächst werden uns noch Maulkörbe per Post zugeschickt oder was ? echt unfassbar was in diesem Land vor sich geht.
n	Bertelsmann schlägt zu :-(
n	Für mich gibt es nur noch die AfD
n	Erstellt eine neue Seite, oder ein Profil bei Instagram :-)
n	...Also spricht immer mehr für VK.COM
p	Dann treffen wir uns eben wie damals im hofbräuhaus =D
n	Wer oder was unbequem wird oder die Wahrheit sagt wird ausgeschaltet;gesperrt oder gelöscht.Soviel zum Thema Meinungsfreiheit.
n	Welche Verstöße?
n	Nachweis der behaupteten Urheberechtsverletzung anfordern, Persönliches Gespräch suchen. Sitz Deutschland ist glaub ich in Hamburg.
n	Unglaublich!
n	Na dann jetzt erst recht. !Gott, was geht in diesem Land vor? Ich erkenne mein Deutschland nicht mehr wieder.
n	Willkommen in der gelebten Diktatur..... La kotz
n	Kopfschüttel
n	Warum wohl,trifft sich Merkel mit Zuckerberg? Nur zum Essen wohl eher nicht.....
n	Stasi pur Maas und Merkel haben gut gelernt das heißt wir sind schon lange in einer Diktatur gefangen und werden sie wie in der DDR auch verjagen.
n	Soviel zur Meinungsfreiheit!!
n	Das kommt mir bekannt vor, hatten wir schon so in etwa vor 1989, auch deswegen sind wir damals auf die Straße gegangen, mal sehen wie lange das noch andauert.
n	macht ne webseite auf mit nem RSS-feed :-)
hs	War nur eine Frage der Zeit bis die Stasi-F*tze  Anetta Kahane zuschlägt.
n	IM Erika .....wie interressant
n	Glaubt mir,auch ein Wurm krümmt sich wennnnn man im ständig auf den Schwarz Tritttt,, ? ?,  aber wo ein Wille, da ist auch ein......  Na ihr wisst schon. ?,, wer aufgibt der ist nie richtig Angefangen.
n	"die Regierungen heute sind NICHT anders als ihre so verhassten "" Nazis""...frei ist hier GARNICHTSMEHR...nur das die heutige Politik es verschleiern will und nicht wie früher ankündigt WAS sie vorhaben...scheinbar halten sie die Völker für DUMM....die Zukunft wird interessant^^...ich sehe keinen Unterschied mehr im Handeln ,lügen,betrügen zu 1939-45 was ja GERNE genommen wird....sind NICHT besser...eher schlimmer....auch mit Russland...aber OK SIE brauchen ja einen BÖSEN^^"
n	Maas 2.0 !
n	Na dann ist der Weg zu WhatsApp auch nicht mehr weit. Läuft ja auch alles über die USA. Sucht schon mal nach Alternativen...
n	Die Zensur a la DDR ist in vollem Gange. Traurig was aus unserem Land geworden ist.
n	Hp erstellen und in jeden neuen Beitrag verlinken. Gab auch eine Zeit vor Facebook.
n	Unglaublich ? Und vor allen Dingen,was wollen sie damit erreichen?Sollen jetzt alle denken,oh ups ist mein Denken doch falsch? Durch solche Maßnahmen wird alles nur noch schlimmer.Ich bin einfach nur noch sauer ????
n	8b32e8b361c19c74 Ein Schelm wer was böses denkt
n	Die Wahrheit soll unterdrückt werden .... aber die Wahrheit kommt immer ans Tageslicht und dann  gnade Gott den Verrätern am eigenen volke
n	Das ist ja wohl die Hammer... Stasi gehabt ala Merkel... Und Konsorten...  Wo ist denn die Meinungsfreiheit geblieben,oder soll es so werden wie in der damaligen ddr,wo Frau Merkel her kommt.. Ich kann garnicht soviel essen wie ich kotzen kann... Das einzige Problem ist Sie,die Narzisstische Züge an nimmt...bitter exhtt
n	Die Diktatur unterdrückt die Demokratie.
n	Das sind hier ja Verhältnise wie in China! :O
n	Wir müssen uns organisieren!!!! ??
p	Lasst euch nicht unterkriegen, von solchen darmwürmer
n	Und die ganzen salafisten Seiten wo zum mord von ungläubigen aufgerufen wird surfen tun und lassen was sie wollen....unfassbar....armes armes deutschland
n	Weicht doch Alternativ auf VK.com aus ......viele von uns sind schon drüben?
n	Dann bleibt einem nur noch der Umzug auf russische server, so wie es Anonymous gemacht hat. Da haben sie kein Zugriff drauf
n	wundern würd es mich nicht wenn sich bald auch in Deutschland eine IRA wie in Irland bildet...DANN wünsche ich viel Spass:-)
n	Wird zeit das wir patrioten uns mal vereint auf die strasse bewegen.
n	Leute das ist erst der Anfang! Das wird alles noch schlimmer! Wichtig ist sich nicht verunsichern zu lassen und zusammen zu halten!Wenn ihr postet oder schreib dann so das euch strafrechtlich nichts angelastet werden kann!
n	Armes Deutschland!!! Es ist mittlerweile eine heimliche Diktatur im lande! Man darf noch nicht einmal seine freie meinung äußern. . Zum Kopf schütteln .. Aber ich befürchte das ist erst der Anfang vom ganzem Elend. .
n	Die Wahrheit ist hier nicht erwünscht denke ich
n	Soviel zum Thema Meinungsfreiheit- weiter so Deutschland. ??
n	Wendet euch doch an anonymous
n	Mit uns kann man es ja machen ...zum kotzen sowas ...
n	So ein Scheissdreck, ich drück Euch die Daumen.
n	macht bitte einen account bei Vk wie Anonymous es schon vorgemacht hat https://vk.com/anonymous.kollektiv
n	"Ich hatte vor nicht allzulanger Zeit bei Facebook  ein Video gemeldet, in dem man offiziell sehen konnte wie 5 Personen von IS - Kämpfern enthauptet wurden .... und so lang bis sie den Kopf der Gefangenen in den Händen hielten. Mir war schlecht ... heute noch. Nach ein paar Tagen wurde mir von Facebook geantwortet ""sie könnten keine Verstöße oder Gewaltanwendung darauf feststellen"" .... soviel zum Thema ...."
n	wo ist denn euro www.??
n	musste ja kommen...
n	vk.com
n	man kann neue Medien finden,wenn man will und neue Accounts. Es nimmt schlimme Ausmaße an in Deutschland.Ihr wisst schon was es bedeutet,nicht mehr sagen zu dürfen,was man möchte!
n	Ich höre die Stasi rufen
n	Vielleicht hat auch Facebook ausgedient und man müsste gemeinsam wechseln zu VK oder anderen sozialen Netzwerken.
n	Klage beim Bundesverfassungsgericht einreichen ! Parallel die Seite über ausländische Server laufen lassen
n	DDR 2.0 ?
n	Langsam aber sicher wechseln alle zu VK... da kann man noch sagen was man denkt, ohne eine Sperre befürchten zu müssen
n	Witzlos.... ?
n	Wenn man die Erfahrung mit solchen Methoden hat, ist es ein Leichtes, die alten Akten wieder zum Vorschein zu holen.
n	"Das kommt von den Leuten die ""besorgt"" nach Polen blicken und dort die gewählte Regierung wegen angeblicher Zensur rügen..........."
n	Ohne Worte
n	GOTT SEI DANK !!!' Das wurde auch Zeit !!!!! Diese Hetzerei hat nun ein Ende !!!!!!! Tschüss auf nimmer wieder lesen !!!!!!!
n	Ab zu vk.com da ist mann noch frei
n	"Ich wurde gestern wegen ""nicht einhaltung der facebook gemeinschaftsstandarts""  für 24h gesperrt!"
	Ich habe weder eine hetze noch propaganda verbreitet!
	Daß hier hat system und wird regelgerecht zensiert!
	Ich bin patriot, aber kein nazi wird aber trotzdem für mich erste infoquelle bleiben, selbst ohne videos!
n	"na vieleicht sollte sie statt weizen grasanbaun und an die leute verteilen vieleicht noch ein paar lsd drops dazu somit kann mann das volk noch leichter für blöd verkaufen.....(""...am resi schau da fliegt a lila kuh""...oba geh de is doch rosa....)...;OPPPPP"
n	Demokratie und Meinungsfreiheit werden abgeschaft, kein Wunder, mittlerweile hat jeder dritte Politiker  einen Migrationshintergrund, siehe SPD und Grüne, wir deutsche haben nichts mehr zu sagen, müssen arbeiten, arbeiten, arbeiten um den Migranten ein schönes Leben zu ermöglichen.
n	Geteilt!!
n	macht ne neue Seite - verlinkt, wir liken!
n	...je mehr sie auf uns eintreten, desto fester werden wir...
n	Ging mir genauso.Ich habe ganz allgemein in meiner Heimatzeitung Schwarzwäl der Bote Rottweil) nach einer Straftat, bei der ein Ausländer der Täter war gepostet,dass halt mittlerweile zu viele Fremde in unserem schönen Städtchen sind.Ich nannte sie Fremde!!!!Da fühlten sich ansässige Türken diskriminiert u.haben mich haufenweise gemeldet.Hab ich 3in neues Profil g3macht.Wenn es wieder so geht,komme ich nicht mehr.Mittlerweile bezahle ich für manche Spiele,vlt.überlegen die es sich dann davor.
n	Wird genau so manipuliert wie die Wahlen. Aber die Antwort wird kommen!
n	Willkommen in der scheindemokratie
n	Macht eine neue Gruppe!!
n	Kein Wunder wenn eine Stasi tussi an der Macht ist.  Meinungsfreiheit existiert nicht mehr, Medien werden gekauft,  wer seine Meinung sagt wird mundtot gemacht.  Willkommen in der DDR 2.0
n	Zensur soll Meinungen des Volkes verbieten! Aber 800.000 Asylanten ohne Herkunftsnachweis einwandern lassen! Na toll!
n	was wird hier gezahlt, damit Facebook das zu läßt?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
p	UND SOMIT BESTÄTIGT SICH MEINE AUSSAGE TAG FÜR TAG !!! =)
	EINFACH FRESSE HALTEN DENN REALISTISCHE ÄUßERUNGEN SIND UNERWÜNSCHT !!!
	UND JA, NATÜRLICH WERDEN REALISTISCHE EREIGNISSE WEITER GETEILT UND VERBREITET, DASS IST FAKT !!! =)
n	Die sollen sich lieber mal um diesen Salafisten- Hassprediger Pierre Vogel kümmern. Der macht da munter Werbung und ruft seine Brüder zum Kampf auf.
n	Der größte tödliche und abscheuliche Virus ist in Berlin.
n	Weiter machen
n	Die können sperren was sie wollen der Untergang dieser Schwachsinnigen Regierung ist nicht mehr aufzuhalten......ich empfinde nur noch tiefe Verachtung für diese Regierung......
n	Willkommen in der Diktatur !!!!!
n	Dann ist das Urheberrecht ja doch mal zu etwas gut :D
n	"Wie wurde vor ca 3 Monaten noch von einigen Politikern eingeworfen... ""wir brauchen Grenzen für eine Freie Meinungsäußerung"" diesen Satz muss man sich wirklich mal auf der Zunge zergehen lassen. Und gegen öffentliche Hasspredigten von einem gewissen Herrn Pierre Vogel wird nichts unternommen."
n	traurig,das alles so falsch läuft...wie kann es nur sone menschen geben,die den krieg reinholen...das gewissen soll sie quälen!
n	Wo ist in Deutschland eine Demokratie?
n	Diktatur !!!  ?
n	Lasst euch nicht bange machen Stasi Methoden !!!!!!
n	"Das ist doch ganz einfach. Beim Thema ""freie Meinungsäußerung"" wird mit zweierlei MAAS gemessen."
n	Wie heisst es doch...
	
	Wenn sie unsere Fahnen verbieten
	Lasst sie es tun wir scheißen drauf
	Denn wir ziehen in unserem Herzen
	Sie noch stolzer wieder auf
	
	;)
n	Wahnsinn...
n	Und Salafistenseiten werden nicht gesperrt ???
